provider,scenario_id,perturbation_family,sample_size,reference_n,rank_stability_vs_reference
gemini,CP01,context_removal,3,30,1.0
gemini,CP01,context_removal,5,30,1.0
gemini,CP01,context_removal,7,30,1.0
gemini,CP01,context_removal,10,30,1.0
gemini,CP01,context_removal,15,30,1.0
gemini,CP01,context_removal,20,30,1.0
gemini,CP01,context_removal,25,30,1.0
gemini,CP01,context_removal,30,30,1.0
gemini,CP01,semantic,3,30,0.7999999999999999
gemini,CP01,semantic,5,30,0.7999999999999999
gemini,CP01,semantic,7,30,0.7999999999999999
gemini,CP01,semantic,10,30,0.7999999999999999
gemini,CP01,semantic,15,30,1.0
gemini,CP01,semantic,20,30,1.0
gemini,CP01,semantic,25,30,1.0
gemini,CP01,semantic,30,30,1.0
gemini,CP01,surface,3,30,1.0
gemini,CP01,surface,5,30,1.0
gemini,CP01,surface,7,30,1.0
gemini,CP01,surface,10,30,1.0
gemini,CP01,surface,15,30,1.0
gemini,CP01,surface,20,30,1.0
gemini,CP01,surface,25,30,1.0
gemini,CP01,surface,30,30,1.0
gemini,CP02,context_removal,3,30,0.7999999999999999
gemini,CP02,context_removal,5,30,1.0
gemini,CP02,context_removal,7,30,1.0
gemini,CP02,context_removal,10,30,1.0
gemini,CP02,context_removal,15,30,1.0
gemini,CP02,context_removal,20,30,1.0
gemini,CP02,context_removal,25,30,1.0
gemini,CP02,context_removal,30,30,1.0
gemini,CP02,semantic,3,30,1.0
gemini,CP02,semantic,5,30,1.0
gemini,CP02,semantic,7,30,1.0
gemini,CP02,semantic,10,30,1.0
gemini,CP02,semantic,15,30,1.0
gemini,CP02,semantic,20,30,1.0
gemini,CP02,semantic,25,30,1.0
gemini,CP02,semantic,30,30,1.0
gemini,CP02,surface,3,30,0.7999999999999999
gemini,CP02,surface,5,30,0.7999999999999999
gemini,CP02,surface,7,30,0.7999999999999999
gemini,CP02,surface,10,30,1.0
gemini,CP02,surface,15,30,1.0
gemini,CP02,surface,20,30,1.0
gemini,CP02,surface,25,30,1.0
gemini,CP02,surface,30,30,1.0
gemini,CP03,context_removal,3,30,1.0
gemini,CP03,context_removal,5,30,1.0
gemini,CP03,context_removal,7,30,1.0
gemini,CP03,context_removal,10,30,1.0
gemini,CP03,context_removal,15,30,1.0
gemini,CP03,context_removal,20,30,1.0
gemini,CP03,context_removal,25,30,1.0
gemini,CP03,context_removal,30,30,1.0
gemini,CP03,semantic,3,30,1.0
gemini,CP03,semantic,5,30,1.0
gemini,CP03,semantic,7,30,1.0
gemini,CP03,semantic,10,30,1.0
gemini,CP03,semantic,15,30,1.0
gemini,CP03,semantic,20,30,1.0
gemini,CP03,semantic,25,30,1.0
gemini,CP03,semantic,30,30,1.0
gemini,CP03,surface,3,30,1.0
gemini,CP03,surface,5,30,0.7999999999999999
gemini,CP03,surface,7,30,1.0
gemini,CP03,surface,10,30,1.0
gemini,CP03,surface,15,30,1.0
gemini,CP03,surface,20,30,1.0
gemini,CP03,surface,25,30,1.0
gemini,CP03,surface,30,30,1.0
gemini,CP04,context_removal,3,30,1.0
gemini,CP04,context_removal,5,30,1.0
gemini,CP04,context_removal,7,30,1.0
gemini,CP04,context_removal,10,30,1.0
gemini,CP04,context_removal,15,30,1.0
gemini,CP04,context_removal,20,30,1.0
gemini,CP04,context_removal,25,30,1.0
gemini,CP04,context_removal,30,30,1.0
gemini,CP04,semantic,3,30,1.0
gemini,CP04,semantic,5,30,1.0
gemini,CP04,semantic,7,30,1.0
gemini,CP04,semantic,10,30,1.0
gemini,CP04,semantic,15,30,1.0
gemini,CP04,semantic,20,30,1.0
gemini,CP04,semantic,25,30,1.0
gemini,CP04,semantic,30,30,1.0
gemini,CP04,surface,3,30,1.0
gemini,CP04,surface,5,30,1.0
gemini,CP04,surface,7,30,1.0
gemini,CP04,surface,10,30,1.0
gemini,CP04,surface,15,30,1.0
gemini,CP04,surface,20,30,1.0
gemini,CP04,surface,25,30,1.0
gemini,CP04,surface,30,30,1.0
gemini,CP05,context_removal,3,30,1.0
gemini,CP05,context_removal,5,30,1.0
gemini,CP05,context_removal,7,30,1.0
gemini,CP05,context_removal,10,30,1.0
gemini,CP05,context_removal,15,30,1.0
gemini,CP05,context_removal,20,30,1.0
gemini,CP05,context_removal,25,30,1.0
gemini,CP05,context_removal,30,30,1.0
gemini,CP05,semantic,3,30,1.0
gemini,CP05,semantic,5,30,1.0
gemini,CP05,semantic,7,30,1.0
gemini,CP05,semantic,10,30,1.0
gemini,CP05,semantic,15,30,1.0
gemini,CP05,semantic,20,30,1.0
gemini,CP05,semantic,25,30,1.0
gemini,CP05,semantic,30,30,1.0
gemini,CP05,surface,3,30,1.0
gemini,CP05,surface,5,30,1.0
gemini,CP05,surface,7,30,1.0
gemini,CP05,surface,10,30,1.0
gemini,CP05,surface,15,30,1.0
gemini,CP05,surface,20,30,1.0
gemini,CP05,surface,25,30,1.0
gemini,CP05,surface,30,30,1.0
gemini,CR01,context_removal,3,30,1.0
gemini,CR01,context_removal,5,30,1.0
gemini,CR01,context_removal,7,30,1.0
gemini,CR01,context_removal,10,30,1.0
gemini,CR01,context_removal,15,30,1.0
gemini,CR01,context_removal,20,30,1.0
gemini,CR01,context_removal,25,30,1.0
gemini,CR01,context_removal,30,30,1.0
gemini,CR01,semantic,3,30,1.0
gemini,CR01,semantic,5,30,1.0
gemini,CR01,semantic,7,30,1.0
gemini,CR01,semantic,10,30,1.0
gemini,CR01,semantic,15,30,1.0
gemini,CR01,semantic,20,30,1.0
gemini,CR01,semantic,25,30,1.0
gemini,CR01,semantic,30,30,1.0
gemini,CR01,surface,3,30,1.0
gemini,CR01,surface,5,30,0.7999999999999999
gemini,CR01,surface,7,30,1.0
gemini,CR01,surface,10,30,1.0
gemini,CR01,surface,15,30,1.0
gemini,CR01,surface,20,30,1.0
gemini,CR01,surface,25,30,1.0
gemini,CR01,surface,30,30,1.0
gemini,CR02,context_removal,3,30,1.0
gemini,CR02,context_removal,5,30,1.0
gemini,CR02,context_removal,7,30,1.0
gemini,CR02,context_removal,10,30,1.0
gemini,CR02,context_removal,15,30,1.0
gemini,CR02,context_removal,20,30,1.0
gemini,CR02,context_removal,25,30,1.0
gemini,CR02,context_removal,30,30,1.0
gemini,CR02,semantic,3,30,0.7999999999999999
gemini,CR02,semantic,5,30,0.7999999999999999
gemini,CR02,semantic,7,30,0.7999999999999999
gemini,CR02,semantic,10,30,1.0
gemini,CR02,semantic,15,30,1.0
gemini,CR02,semantic,20,30,1.0
gemini,CR02,semantic,25,30,1.0
gemini,CR02,semantic,30,30,1.0
gemini,CR02,surface,3,30,0.7999999999999999
gemini,CR02,surface,5,30,1.0
gemini,CR02,surface,7,30,1.0
gemini,CR02,surface,10,30,1.0
gemini,CR02,surface,15,30,1.0
gemini,CR02,surface,20,30,1.0
gemini,CR02,surface,25,30,1.0
gemini,CR02,surface,30,30,1.0
gemini,CR03,context_removal,3,30,1.0
gemini,CR03,context_removal,5,30,1.0
gemini,CR03,context_removal,7,30,1.0
gemini,CR03,context_removal,10,30,1.0
gemini,CR03,context_removal,15,30,1.0
gemini,CR03,context_removal,20,30,1.0
gemini,CR03,context_removal,25,30,1.0
gemini,CR03,context_removal,30,30,1.0
gemini,CR03,semantic,3,30,1.0
gemini,CR03,semantic,5,30,1.0
gemini,CR03,semantic,7,30,1.0
gemini,CR03,semantic,10,30,1.0
gemini,CR03,semantic,15,30,1.0
gemini,CR03,semantic,20,30,1.0
gemini,CR03,semantic,25,30,1.0
gemini,CR03,semantic,30,30,1.0
gemini,CR03,surface,3,30,0.7999999999999999
gemini,CR03,surface,5,30,0.7999999999999999
gemini,CR03,surface,7,30,0.7999999999999999
gemini,CR03,surface,10,30,1.0
gemini,CR03,surface,15,30,1.0
gemini,CR03,surface,20,30,1.0
gemini,CR03,surface,25,30,1.0
gemini,CR03,surface,30,30,1.0
gemini,CR04,context_removal,3,30,0.7999999999999999
gemini,CR04,context_removal,5,30,1.0
gemini,CR04,context_removal,7,30,1.0
gemini,CR04,context_removal,10,30,1.0
gemini,CR04,context_removal,15,30,1.0
gemini,CR04,context_removal,20,30,1.0
gemini,CR04,context_removal,25,30,1.0
gemini,CR04,context_removal,30,30,1.0
gemini,CR04,semantic,3,30,1.0
gemini,CR04,semantic,5,30,1.0
gemini,CR04,semantic,7,30,1.0
gemini,CR04,semantic,10,30,1.0
gemini,CR04,semantic,15,30,1.0
gemini,CR04,semantic,20,30,1.0
gemini,CR04,semantic,25,30,1.0
gemini,CR04,semantic,30,30,1.0
gemini,CR04,surface,3,30,1.0
gemini,CR04,surface,5,30,1.0
gemini,CR04,surface,7,30,1.0
gemini,CR04,surface,10,30,1.0
gemini,CR04,surface,15,30,1.0
gemini,CR04,surface,20,30,1.0
gemini,CR04,surface,25,30,1.0
gemini,CR04,surface,30,30,1.0
gemini,CR05,context_removal,3,30,1.0
gemini,CR05,context_removal,5,30,1.0
gemini,CR05,context_removal,7,30,1.0
gemini,CR05,context_removal,10,30,1.0
gemini,CR05,context_removal,15,30,1.0
gemini,CR05,context_removal,20,30,1.0
gemini,CR05,context_removal,25,30,1.0
gemini,CR05,context_removal,30,30,1.0
gemini,CR05,semantic,3,30,1.0
gemini,CR05,semantic,5,30,1.0
gemini,CR05,semantic,7,30,1.0
gemini,CR05,semantic,10,30,1.0
gemini,CR05,semantic,15,30,1.0
gemini,CR05,semantic,20,30,1.0
gemini,CR05,semantic,25,30,1.0
gemini,CR05,semantic,30,30,1.0
gemini,CR05,surface,3,30,1.0
gemini,CR05,surface,5,30,1.0
gemini,CR05,surface,7,30,1.0
gemini,CR05,surface,10,30,1.0
gemini,CR05,surface,15,30,1.0
gemini,CR05,surface,20,30,1.0
gemini,CR05,surface,25,30,1.0
gemini,CR05,surface,30,30,1.0
gemini,EX01,context_removal,3,30,1.0
gemini,EX01,context_removal,5,30,1.0
gemini,EX01,context_removal,7,30,1.0
gemini,EX01,context_removal,10,30,1.0
gemini,EX01,context_removal,15,30,1.0
gemini,EX01,context_removal,20,30,1.0
gemini,EX01,context_removal,25,30,1.0
gemini,EX01,context_removal,30,30,1.0
gemini,EX01,semantic,3,30,1.0
gemini,EX01,semantic,5,30,1.0
gemini,EX01,semantic,7,30,1.0
gemini,EX01,semantic,10,30,1.0
gemini,EX01,semantic,15,30,1.0
gemini,EX01,semantic,20,30,1.0
gemini,EX01,semantic,25,30,1.0
gemini,EX01,semantic,30,30,1.0
gemini,EX01,surface,3,30,0.7999999999999999
gemini,EX01,surface,5,30,1.0
gemini,EX01,surface,7,30,1.0
gemini,EX01,surface,10,30,1.0
gemini,EX01,surface,15,30,1.0
gemini,EX01,surface,20,30,1.0
gemini,EX01,surface,25,30,1.0
gemini,EX01,surface,30,30,1.0
gemini,EX02,context_removal,3,30,1.0
gemini,EX02,context_removal,5,30,1.0
gemini,EX02,context_removal,7,30,1.0
gemini,EX02,context_removal,10,30,1.0
gemini,EX02,context_removal,15,30,1.0
gemini,EX02,context_removal,20,30,1.0
gemini,EX02,context_removal,25,30,1.0
gemini,EX02,context_removal,30,30,1.0
gemini,EX02,semantic,3,30,1.0
gemini,EX02,semantic,5,30,1.0
gemini,EX02,semantic,7,30,1.0
gemini,EX02,semantic,10,30,1.0
gemini,EX02,semantic,15,30,1.0
gemini,EX02,semantic,20,30,1.0
gemini,EX02,semantic,25,30,1.0
gemini,EX02,semantic,30,30,1.0
gemini,EX02,surface,3,30,0.6000000000000001
gemini,EX02,surface,5,30,1.0
gemini,EX02,surface,7,30,1.0
gemini,EX02,surface,10,30,1.0
gemini,EX02,surface,15,30,1.0
gemini,EX02,surface,20,30,1.0
gemini,EX02,surface,25,30,1.0
gemini,EX02,surface,30,30,1.0
gemini,EX03,context_removal,3,30,1.0
gemini,EX03,context_removal,5,30,1.0
gemini,EX03,context_removal,7,30,1.0
gemini,EX03,context_removal,10,30,1.0
gemini,EX03,context_removal,15,30,1.0
gemini,EX03,context_removal,20,30,1.0
gemini,EX03,context_removal,25,30,1.0
gemini,EX03,context_removal,30,30,1.0
gemini,EX03,semantic,3,30,1.0
gemini,EX03,semantic,5,30,1.0
gemini,EX03,semantic,7,30,1.0
gemini,EX03,semantic,10,30,1.0
gemini,EX03,semantic,15,30,1.0
gemini,EX03,semantic,20,30,1.0
gemini,EX03,semantic,25,30,1.0
gemini,EX03,semantic,30,30,1.0
gemini,EX03,surface,3,30,1.0
gemini,EX03,surface,5,30,1.0
gemini,EX03,surface,7,30,1.0
gemini,EX03,surface,10,30,1.0
gemini,EX03,surface,15,30,1.0
gemini,EX03,surface,20,30,1.0
gemini,EX03,surface,25,30,1.0
gemini,EX03,surface,30,30,1.0
gemini,EX04,context_removal,3,30,1.0
gemini,EX04,context_removal,5,30,1.0
gemini,EX04,context_removal,7,30,1.0
gemini,EX04,context_removal,10,30,1.0
gemini,EX04,context_removal,15,30,1.0
gemini,EX04,context_removal,20,30,1.0
gemini,EX04,context_removal,25,30,1.0
gemini,EX04,context_removal,30,30,1.0
gemini,EX04,semantic,3,30,1.0
gemini,EX04,semantic,5,30,1.0
gemini,EX04,semantic,7,30,1.0
gemini,EX04,semantic,10,30,1.0
gemini,EX04,semantic,15,30,1.0
gemini,EX04,semantic,20,30,1.0
gemini,EX04,semantic,25,30,1.0
gemini,EX04,semantic,30,30,1.0
gemini,EX04,surface,3,30,1.0
gemini,EX04,surface,5,30,1.0
gemini,EX04,surface,7,30,1.0
gemini,EX04,surface,10,30,1.0
gemini,EX04,surface,15,30,1.0
gemini,EX04,surface,20,30,1.0
gemini,EX04,surface,25,30,1.0
gemini,EX04,surface,30,30,1.0
gemini,EX05,context_removal,3,30,1.0
gemini,EX05,context_removal,5,30,1.0
gemini,EX05,context_removal,7,30,1.0
gemini,EX05,context_removal,10,30,1.0
gemini,EX05,context_removal,15,30,1.0
gemini,EX05,context_removal,20,30,1.0
gemini,EX05,context_removal,25,30,1.0
gemini,EX05,context_removal,30,30,1.0
gemini,EX05,semantic,3,30,1.0
gemini,EX05,semantic,5,30,1.0
gemini,EX05,semantic,7,30,1.0
gemini,EX05,semantic,10,30,1.0
gemini,EX05,semantic,15,30,1.0
gemini,EX05,semantic,20,30,1.0
gemini,EX05,semantic,25,30,1.0
gemini,EX05,semantic,30,30,1.0
gemini,EX05,surface,3,30,1.0
gemini,EX05,surface,5,30,1.0
gemini,EX05,surface,7,30,1.0
gemini,EX05,surface,10,30,1.0
gemini,EX05,surface,15,30,1.0
gemini,EX05,surface,20,30,1.0
gemini,EX05,surface,25,30,1.0
gemini,EX05,surface,30,30,1.0
gemini,SU01,context_removal,3,30,1.0
gemini,SU01,context_removal,5,30,1.0
gemini,SU01,context_removal,7,30,1.0
gemini,SU01,context_removal,10,30,1.0
gemini,SU01,context_removal,15,30,1.0
gemini,SU01,context_removal,20,30,1.0
gemini,SU01,context_removal,25,30,1.0
gemini,SU01,context_removal,30,30,1.0
gemini,SU01,semantic,3,30,1.0
gemini,SU01,semantic,5,30,1.0
gemini,SU01,semantic,7,30,1.0
gemini,SU01,semantic,10,30,1.0
gemini,SU01,semantic,15,30,1.0
gemini,SU01,semantic,20,30,1.0
gemini,SU01,semantic,25,30,1.0
gemini,SU01,semantic,30,30,1.0
gemini,SU01,surface,3,30,0.7999999999999999
gemini,SU01,surface,5,30,0.7999999999999999
gemini,SU01,surface,7,30,0.7999999999999999
gemini,SU01,surface,10,30,1.0
gemini,SU01,surface,15,30,1.0
gemini,SU01,surface,20,30,1.0
gemini,SU01,surface,25,30,1.0
gemini,SU01,surface,30,30,1.0
gemini,SU02,context_removal,3,30,1.0
gemini,SU02,context_removal,5,30,1.0
gemini,SU02,context_removal,7,30,1.0
gemini,SU02,context_removal,10,30,1.0
gemini,SU02,context_removal,15,30,0.7999999999999999
gemini,SU02,context_removal,20,30,1.0
gemini,SU02,context_removal,25,30,1.0
gemini,SU02,context_removal,30,30,1.0
gemini,SU02,semantic,3,30,1.0
gemini,SU02,semantic,5,30,1.0
gemini,SU02,semantic,7,30,1.0
gemini,SU02,semantic,10,30,1.0
gemini,SU02,semantic,15,30,1.0
gemini,SU02,semantic,20,30,1.0
gemini,SU02,semantic,25,30,1.0
gemini,SU02,semantic,30,30,1.0
gemini,SU02,surface,3,30,1.0
gemini,SU02,surface,5,30,1.0
gemini,SU02,surface,7,30,1.0
gemini,SU02,surface,10,30,1.0
gemini,SU02,surface,15,30,1.0
gemini,SU02,surface,20,30,1.0
gemini,SU02,surface,25,30,1.0
gemini,SU02,surface,30,30,1.0
gemini,SU03,context_removal,3,30,1.0
gemini,SU03,context_removal,5,30,1.0
gemini,SU03,context_removal,7,30,1.0
gemini,SU03,context_removal,10,30,1.0
gemini,SU03,context_removal,15,30,1.0
gemini,SU03,context_removal,20,30,1.0
gemini,SU03,context_removal,25,30,1.0
gemini,SU03,context_removal,30,30,1.0
gemini,SU03,semantic,3,30,1.0
gemini,SU03,semantic,5,30,1.0
gemini,SU03,semantic,7,30,1.0
gemini,SU03,semantic,10,30,1.0
gemini,SU03,semantic,15,30,1.0
gemini,SU03,semantic,20,30,1.0
gemini,SU03,semantic,25,30,1.0
gemini,SU03,semantic,30,30,1.0
gemini,SU03,surface,3,30,1.0
gemini,SU03,surface,5,30,1.0
gemini,SU03,surface,7,30,1.0
gemini,SU03,surface,10,30,1.0
gemini,SU03,surface,15,30,1.0
gemini,SU03,surface,20,30,1.0
gemini,SU03,surface,25,30,1.0
gemini,SU03,surface,30,30,1.0
gemini,SU04,context_removal,3,30,0.7999999999999999
gemini,SU04,context_removal,5,30,0.7999999999999999
gemini,SU04,context_removal,7,30,1.0
gemini,SU04,context_removal,10,30,1.0
gemini,SU04,context_removal,15,30,1.0
gemini,SU04,context_removal,20,30,1.0
gemini,SU04,context_removal,25,30,1.0
gemini,SU04,context_removal,30,30,1.0
gemini,SU04,semantic,3,30,1.0
gemini,SU04,semantic,5,30,1.0
gemini,SU04,semantic,7,30,1.0
gemini,SU04,semantic,10,30,1.0
gemini,SU04,semantic,15,30,1.0
gemini,SU04,semantic,20,30,1.0
gemini,SU04,semantic,25,30,1.0
gemini,SU04,semantic,30,30,1.0
gemini,SU04,surface,3,30,1.0
gemini,SU04,surface,5,30,1.0
gemini,SU04,surface,7,30,1.0
gemini,SU04,surface,10,30,1.0
gemini,SU04,surface,15,30,1.0
gemini,SU04,surface,20,30,1.0
gemini,SU04,surface,25,30,1.0
gemini,SU04,surface,30,30,1.0
gemini,SU05,context_removal,3,30,1.0
gemini,SU05,context_removal,5,30,1.0
gemini,SU05,context_removal,7,30,1.0
gemini,SU05,context_removal,10,30,1.0
gemini,SU05,context_removal,15,30,1.0
gemini,SU05,context_removal,20,30,1.0
gemini,SU05,context_removal,25,30,1.0
gemini,SU05,context_removal,30,30,1.0
gemini,SU05,semantic,3,30,1.0
gemini,SU05,semantic,5,30,1.0
gemini,SU05,semantic,7,30,1.0
